segment_name,size,percentage,avg_recency_days,avg_frequency,avg_monetary,avg_order_value,avg_category_diversity,avg_customer_lifetime_days,avg_days_between_orders,preferred_payment,payment_preferences
High Monetary Per Order & Total Spent Products Customers,94715,98.56289543789543,288.7336324763765,1.0179380246001162,209.21968547748514,126.7876815194235,0.9909412447869925,0.1828115926727551,0.17648559714230408,credit_card,"{'credit_card': np.float64(0.765356758240598), 'boleto': np.float64(0.2001815993411745), 'voucher': np.float64(0.01897290791224106)}"
High Total Spent Products & Monetary Per Order Customers,1381,1.4371045621045622,219.2925416364953,2.1918899348298333,473.92045619116584,108.23076090480443,1.8761766835626357,176.14047791455468,160.89371228578327,credit_card,"{'credit_card': np.float64(0.7581462708182476), 'boleto': np.float64(0.21361332367849384), 'voucher': np.float64(0.024619840695148443)}"
